155,-22,6,31.924492135605846,1
0,-64,8,28.81061503702739,2
19,-58,7,44.668722824692736,2
10,-61,10,36.443324547460705,2
2,-63,13,30.41106919480639,1
36,-52,3,71.25045426502393,4
29,-54,7,31.20390480097378,1
6,-62,15,34.5163197852523,2
30,-54,9,29.8714077241948,1
25,-55,10,62.70389666622859,3
1,-64,19,32.90996615984582,1
66,-46,5,35.162091847019155,1
56,-48,7,55.69450982557207,2
57,-48,9,33.80509980012297,2
9,-61,-16,47.512561704322685,2
12,-60,-15,33.48186328607642,2
43,-50,-22,30.64836806571538,1
44,-50,-20,39.72038722756833,2
38,-51,-14,29.530084751998743,1
54,-48,-19,54.97974243646101,3
48,-49,-14,34.89765697980381,1
76,-44,-17,32.19715030804535,2
28,-54,-4,30.500266192385844,1
77,-44,-14,31.684899290426326,1
49,-49,-7,33.100093855376315,2
71,-45,-10,73.78317828099318,3
65,-46,-7,32.70252452106616,2
64,-46,-8,37.27768242250102,2
72,-45,-9,75.36646292141108,4
55,-48,-4,37.7420331711478,2
83,-42,-10,78.37329250158486,4
86,-41,-19,45.632278081553274,2
94,-39,-20,40.5704631965083,2
100,-38,-20,35.7398385457021,2
119,-34,-20,32.17318167745216,1
134,-30,-21,78.9621828896548,4
90,-40,-8,33.091005421015375,2
110,-36,-12,33.29349379137296,2
145,-26,-19,31.812278439981732,2
84,-42,-3,56.81578358887852,3
87,-41,-1,30.93150912027488,2
95,-39,-3,50.310096506360765,2
130,-31,-9,33.85292122561424,2
73,-45,8,73.12813993085243,4
80,-43,6,50.19720258144845,2
136,-29,-9,64.75327123546887,3
104,-37,3,29.779558952099407,1
111,-36,3,34.33139790407184,2
115,-35,-1,30.032322282691005,1
151,-23,-13,41.756618463906854,2
140,-28,-8,31.28471485140369,1
88,-41,15,64.07533370391099,3
117,-35,7,43.20771658153498,2
116,-35,6,30.6074115981083,1
123,-33,1,36.06408885691593,2
156,-21,-13,37.668549810492095,2
146,-26,-8,32.23213057804166,2
126,-32,0,33.7988527837376,2
148,-25,-8,31.607595355394665,1
152,-23,-9,30.754186926252917,1
135,-30,4,31.390453539199456,1
131,-31,5,33.80133985688194,2
105,-37,13,77.80715964903999,4
91,-40,16,32.90873369878417,2
120,-34,13,34.21380311539526,2
39,-51,18,32.29952966911182,2
67,-46,13,31.66071831018457,2
74,-45,16,43.0701436299033,2
61,-47,19,32.56404118856444,2
154,-23,9,34.20872053579869,2
147,-26,9,76.44387767852126,4
144,-27,9,31.416248557160646,2
141,-28,9,78.79525355898865,4
101,-38,16,78.30860671377935,4
137,-29,2,46.10588625620952,2
149,-24,-6,31.873270383552224,1
159,-18,-9,77.4536856741303,4
157,-21,-5,25.002554785851434,2
153,-23,-3,49.569409279149326,2
150,-24,5,31.998745478946176,2
158,-21,-2,41.65020455103554,2
