32,-53,27,0,3
58,-48,24,0,2
62,-47,33,0,1
40,-51,38,0,2
45,-50,38,0,1
106,-37,23,0,4
102,-38,25,0,2
89,-41,28,0,2
59,-48,39,0,1
92,-40,35,0,2
121,-34,26,0,2
171,-14,56,0,2
163,-17,53,0,1
143,-28,61,0,1
133,-31,66,0,2
129,-32,66,0,2
132,-31,60,0,2
166,-15,40,0,2
103,-38,65,0,2
99,-39,65,0,2
128,-32,57,0,3
139,-29,53,0,2
161,-18,39,0,2
138,-29,47,0,2
170,-14,34,0,2
97,-39,62,0,3
98,-39,64,0,1
114,-36,54,0,2
164,-17,58,0,2
125,-33,44,0,3
109,-37,48,0,2
113,-36,47,0,3
108,-37,46,0,1
93,-40,39,0,2
96,-39,39,0,2
112,-36,39,0,1
78,-44,40,0,2
63,-47,44,0,3
124,-33,39,0,3
118,-35,37,0,2
107,-37,33,0,2
127,-32,31,0,3
122,-34,28,0,1
142,-28,25,0,1
172,-13,36,0,3
160,-18,30,0,3
162,-17,24,0,1
